filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
frame_0001.jpg,383103,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2,405,513,1174,1919,1917,551,472,356,2,5],""all_points_y"":[261,231,231,403,596,659,280,275,275,310,261]}","{""pitch side billboards"":""1""}"
frame_0003.jpg,252527,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1,390,442,1394,1918,1915,1230,818,460,394,2,2],""all_points_y"":[271,161,157,209,228,255,223,199,178,183,300,270]}","{""pitch side billboards"":""1""}"
frame_0004.jpg,252537,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[0,387,406,436,1690,1919,1918,1600,1308,1023,800,566,470,446,394,2,2],""all_points_y"":[270,162,158,157,220,229,255,241,228,212,198,185,179,176,185,299,270]}","{""pitch side billboards"":""1""}"
frame_0005.jpg,260302,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2,403,442,1142,1916,1916,1575,1069,676,466,422,134,2,2],""all_points_y"":[274,162,160,199,235,259,246,221,195,183,184,269,308,277]}","{""pitch side billboards"":""1""}"
frame_0006.jpg,264510,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[3,408,451,1186,1704,1916,1911,1507,1072,731,542,446,393,81,2,0],""all_points_y"":[277,168,165,207,231,239,267,247,224,203,193,189,200,288,311,279]}","{""pitch side billboards"":""1""}"
frame_0007.jpg,263615,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[5,402,447,1224,1918,1917,1448,848,454,405,6,3],""all_points_y"":[286,175,171,213,243,275,251,216,195,202,319,288]}","{""pitch side billboards"":""1""}"
frame_0008.jpg,263797,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[0,402,450,1118,1718,1918,1916,1402,1030,702,475,414,0,1],""all_points_y"":[292,180,176,212,240,247,277,252,230,211,198,202,323,294]}","{""pitch side billboards"":""1""}"
frame_0009.jpg,263189,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2,308,416,478,830,1428,1917,1916,1635,1139,718,478,415,0,1],""all_points_y"":[297,214,183,180,202,233,254,278,269,242,217,203,209,331,295]}","{""pitch side billboards"":""1""}"
frame_0011.jpg,263972,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2,288,411,425,466,728,1204,1731,1918,1915,1729,1377,1143,795,583,462,422,2,4],""all_points_y"":[303,225,190,186,185,198,227,251,256,283,277,259,247,225,211,207,213,335,300]}","{""pitch side billboards"":""1""}"
frame_0012.jpg,264913,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[5,398,476,574,1117,1740,1918,1916,1735,1162,721,530,479,424,159,2,6],""all_points_y"":[305,198,187,192,225,255,262,293,283,253,225,213,210,216,295,339,303]}","{""pitch side billboards"":""1""}"
frame_0014.jpg,265079,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1,422,470,795,1270,1756,1919,1918,1748,1055,704,486,423,2,3],""all_points_y"":[316,199,196,213,241,263,272,299,290,253,231,218,225,350,316]}","{""pitch side billboards"":""1""}"
frame_0015.jpg,260669,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[4,415,470,1194,1760,1918,1918,1717,1208,746,498,429,2,2],""all_points_y"":[323,207,200,240,268,274,303,292,267,237,222,227,354,322]}","{""pitch side billboards"":""1""}"
frame_0018.jpg,267929,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[3,294,446,474,872,1505,1918,1915,1630,1257,919,687,503,478,434,264,98,0,2],""all_points_y"":[331,250,207,207,229,264,281,308,293,276,255,240,229,228,235,286,334,363,331]}","{""pitch side billboards"":""1""}"
frame_0019.jpg,273904,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[4,323,438,466,503,783,1187,1709,1915,1915,1648,1380,1063,790,588,509,474,446,256,67,1,0],""all_points_y"":[337,247,215,209,208,227,249,278,282,310,300,285,267,248,238,233,234,239,296,347,367,338]}","{""pitch side billboards"":""1""}"
frame_0020.jpg,276143,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[3,419,450,485,709,1313,1870,1919,1918,1648,1234,800,546,494,459,442,316,112,6,4],""all_points_y"":[343,226,216,214,223,262,285,288,315,305,281,255,240,236,236,243,283,340,373,341]}","{""pitch side billboards"":""1""}"
frame_0021.jpg,280800,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2,455,492,636,818,1158,1586,1838,1918,1917,1602,1254,978,756,580,490,466,279,54,2,2],""all_points_y"":[342,219,217,223,235,254,278,287,291,320,307,287,271,255,246,239,242,296,359,374,341]}","{""pitch side billboards"":""1""}"
frame_0022.jpg,280834,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2,212,371,446,490,728,1135,1572,1826,1918,1917,1650,1343,1062,752,560,504,455,70,2,0],""all_points_y"":[346,290,243,223,216,229,255,279,289,293,315,306,291,275,253,241,239,244,355,373,347]}","{""pitch side billboards"":""1""}"
frame_0023.jpg,277210,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[5,346,465,498,714,1243,1691,1916,1912,1573,1166,792,570,502,466,3,3],""all_points_y"":[351,255,223,222,231,263,286,295,321,307,284,260,245,244,247,383,351]}","{""pitch side billboards"":""1""}"
frame_0024.jpg,273963,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[6,302,452,507,1039,1599,1917,1916,1553,1071,780,538,500,458,2,4],""all_points_y"":[353,272,228,223,254,286,298,326,310,283,263,247,247,254,387,355]}","{""pitch side billboards"":""1""}"
frame_0025.jpg,273027,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2,449,466,506,830,1511,1918,1915,1554,1145,822,615,512,496,138,2,4],""all_points_y"":[357,233,232,226,244,284,301,331,315,291,271,255,250,250,351,392,357]}","{""pitch side billboards"":""1""}"
frame_0026.jpg,338817,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2,379,441,510,792,1306,1916,1916,1282,838,603,512,438,316,150,2,4],""all_points_y"":[265,236,235,240,318,451,609,672,499,379,312,284,281,284,300,313,264]}","{""pitch side billboards"":""1""}"
frame_0027.jpg,269166,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[0,241,398,466,515,1114,1831,1919,1919,1670,1166,738,524,469,170,2,2],""all_points_y"":[364,303,258,238,235,268,306,310,334,326,297,270,256,263,353,403,362]}","{""pitch side billboards"":""1""}"
frame_0028.jpg,269196,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[7,265,470,514,838,1487,1918,1917,1511,1160,810,597,529,480,190,1,2],""all_points_y"":[367,297,239,234,252,291,308,339,316,299,275,259,257,262,347,399,367]}","{""pitch side billboards"":""1""}"
frame_0029.jpg,266447,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[4,275,439,474,498,538,1074,1918,1917,1554,1080,699,514,475,1,3],""all_points_y"":[369,299,251,241,239,239,271,311,341,324,298,271,260,265,403,367]}","{""pitch side billboards"":""1""}"
frame_0030.jpg,322548,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[3,392,471,579,1677,1918,1918,1347,825,485,451,389,128,1,3],""all_points_y"":[260,232,236,263,551,612,678,524,379,285,278,279,296,307,257]}","{""pitch side billboards"":""1""}"
frame_0031.jpg,263374,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1,335,485,530,1421,1919,1918,1146,802,605,532,482,49,1,2],""all_points_y"":[377,289,245,241,296,318,349,306,282,270,267,273,399,414,376]}","{""pitch side billboards"":""1""}"
frame_0032.jpg,266547,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2,415,498,524,642,1623,1919,1914,1473,1042,678,557,514,448,102,4,2],""all_points_y"":[382,270,247,243,251,307,319,351,327,302,275,268,270,285,387,417,379]}","{""pitch side billboards"":""1""}"
frame_0033.jpg,270249,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2,413,514,1199,1919,1918,1104,691,547,496,197,1,2],""all_points_y"":[388,274,247,287,323,355,309,280,270,277,363,420,387]}","{""pitch side billboards"":""1""}"
frame_0034.jpg,270256,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[4,371,493,529,1129,1919,1916,1356,1018,709,559,494,303,34,5,3],""all_points_y"":[387,287,251,248,283,323,353,323,301,280,272,275,335,412,422,386]}","{""pitch side billboards"":""1""}"
frame_0035.jpg,313635,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2,361,452,880,1919,1916,1260,734,518,448,380,179,0,2],""all_points_y"":[250,227,229,347,615,677,498,354,299,275,272,285,300,250]}","{""pitch side billboards"":""1""}"
frame_0036.jpg,312082,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2,362,426,506,1294,1918,1917,1290,864,533,438,368,227,2,1],""all_points_y"":[250,226,227,244,455,615,682,511,393,299,273,271,277,295,248]}","{""pitch side billboards"":""1""}"
frame_0037.jpg,321497,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[3,338,430,935,1918,1916,1309,847,606,429,386,214,3,4],""all_points_y"":[244,222,224,359,612,678,514,389,324,275,271,275,295,247]}","{""pitch side billboards"":""1""}"
frame_0038.jpg,319009,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[0,338,426,1286,1915,1916,1289,871,532,418,340,2,4],""all_points_y"":[242,221,224,451,612,677,506,395,303,270,266,292,242]}","{""pitch side billboards"":""1""}"
frame_0039.jpg,316303,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2,327,418,1918,1917,1635,1058,664,414,327,5,4],""all_points_y"":[239,219,223,614,678,606,443,335,267,265,287,243]}","{""pitch side billboards"":""1""}"
frame_0040.jpg,313768,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1,265,318,413,1105,1918,1917,423,375,293,199,18,5,2],""all_points_y"":[236,220,218,219,408,610,679,267,263,262,268,284,285,235]}","{""pitch side billboards"":""1""}"
